Unnamed: 0,ID,name,href,docket,term,first_party,second_party,facts,facts_len,majority_vote,minority_vote,first_party_winner,decision_type,disposition,issue_area,api_question,api_conclusion
1133,54707,Lilly v. Virginia,https://api.oyez.org/cases/1998/98-5881,98-5881,1998,Lilly,Virginia,"Benjamin Lee Lilly, his brother Mark Lilly, and Gary Barker were arrested after stealing liquor and guns and abducting Alex DeFilippis, who was later shot and killed. Under police questioning, Mark admitted stealing liquor, but claimed that Benjamin and Barker stole the guns and that Benjamin shot DeFilippis. When Virginia called Mark as a witness at Benjamin's subsequent criminal trial, Mark invoked his Fifth Amendment privilege against self-incrimination. The trial court then admitted his statements to the police as declarations of an unavailable witness against penal interest. The court overruled Benjamin's objections that the statements were not against Mark's penal interest because they shifted responsibility for the crimes to Barker and Benjamin, and that their admission would violate the Sixth Amendment's Confrontation Clause. Subsequently, Benjamin was convicted of the DeFilippis murder and other crimes. In affirming, the Virginia Supreme Court found that the Confrontation Clause was satisfied because Mark's statements fell within a firmly rooted exception to the hearsay rule. The court also held that the statements were reliable because Mark knew that he was implicating himself as a participant in numerous crimes and because the statements were independently corroborated by other evidence at trial.
",1336,9,0,True,majority opinion,reversed/remanded,Criminal Procedure,"Does trial evidence that includes out-of-court statements, that admit some wrongdoing but place primary blame on the defendant, by an alleged, nontestifying accomplice violate a criminal defendant's Sixth Amendment Confrontation Clause right to confront all adverse witnesses?","Yes. In an opinion delivered by Justice John Paul Stevens, the Court held that the admission of Mark's confession violated Benjamin's Confrontation Clause right ""to be confronted with the witnesses against him."" All nine justices voted to overturn the Virginia Supreme Court's decision that had allowed such hearsay testimony under an exception for statements made against penal interest. Justice Stevens wrote for a plurality that the confession could not be considered ""sufficiently reliable as to be admissible without allowing [the defendant] to cross-examine him."" Chief Justice William H. Rehnquist and Justices Antonin Scalia, Clarence Thomas and Stephen G. Breyer wrote concurring opinions."
1134,54709,Albertsons Inc. v. Kirkingburg,https://api.oyez.org/cases/1998/98-591,98-591,1998,Albertsons Inc.,Kirkingburg,"Before starting his job as a truck driver for Albertsons Inc., Hallie Kirkingburg underwent an eye examination during which he was erroneously certified as meeting basic Department of Transportation (DOT) visual standards. Two years later, in 1992, the error of Kirkingburg's earlier diagnosis was discovered during a routine physical examination. Kinrkingburg was told that he had to obtain a DOT waiver if he wanted to continue driving. Before he could do so, however, Albertsons fired him for failing to meet minimum visual requirements and refused to rehire him even after he obtained the waiver. Kirkingburg challenged his dismissal under the 1990 Americans with Disabilities Act (ADA). On appeal from an adverse Ninth Circuit Court ruling reversing a favorable district court finding, the Supreme Court granted Albertsons certiorari.
",847,7,2,True,majority opinion,reversed,Civil Rights,"Are all individuals with vision problems of any degree ""disabled"" under the Americans with Disabilities Act and, therefore, subject to its protections?","No. In a unanimous decision, the Court held that not all individuals who suffer some sort of physical difficulty are per se ""disabled"" under the ADA. Instead, those who believe they suffer from a disability must prove their claim on a case-by-case basis by showing that their alleged disability substantially impacts on a major life activity. Moreover, such impact could be mitigated by the availability of artificial aids, such as medications or technical devices, and the body's own corrective measures. As such, Kirkingburg's visual limitation was not reflexively covered under the ADA and so his challenge was inappropriate."
1135,54708,Kolstad v. American Dental Association,https://api.oyez.org/cases/1998/98-208,98-208,1998,Kolstad,American Dental Association,"Carole Kolstad sued the American Dental Association (ADA) for gender discrimination, under Title VII of the 1964 Civil Rights Act, when it promoted a man instead of her. At trial, the District Court denied Kolstad's request for punitive damages based on a showing that the ADA acted with ""malice"" and ""reckless indifference"" to her federally protected rights. When the Court of Appeals affirmed this decision, Kolstad appealed and the Supreme Court granted he certiorari.
",479,5,4,False,majority opinion,vacated/remanded,Civil Rights,"Does an employer's conduct have to be ""egregious"" or ""outrageous,"" independent of its state of mind, in order to sustain an award of punitive damages under Title VII of the 1964 Civil Rights Act?","No. In a complicated split opinion, the Court held that if an employee can show their employer knowingly acted in violation of federal law then punitive damages may be sustained. The Court explained that the ""malice"" or ""reckless indifference"" standard applied to the relationship between employers and federal law, and is not a characterization of the severity threshold that the discrimination itself must meet. In other words, if an employer maliciously or recklessly violates a federal anti-discrimination law, regardless of the severity of their discriminatory acts, them punitive damages may be imposed. The Court remanded Kolstad's case for renewed consideration of her employer's state of mind during the alleged violations."
1137,54711,UNUM Life Insurance Company of America v. Ward,https://api.oyez.org/cases/1998/97-1868,97-1868,1998,UNUM Life Insurance Company of America,Ward,"UNUM Life Insurance Company of America (UNUM) issued a long-term group disability policy to Management Analysis Company (MAC) as an insured welfare benefit plan governed the Employee Retirement Income Security Act of 1974 (ERISA). The policy provides that proof of claims must be furnished to UNUM within one year and 180 days after the onset of disability. John E. Ward, a California MAC employee, became permanently disabled in May 1992. Ward informed MAC of his disability in late February or early March 1993. UNUM received proof of Ward's claim on April 11, 1994. Ward was notified that his claim was denied as untimely because his notice was late under the terms of the policy. Ward then filed suit under ERISA's civil enforcement provision to recover the disability benefits provided by the plan. Ward argued that, under California's common-law agency rule, an employer administering an insured group health plan should be deemed to act as the insurance company's agent; therefore, his notice of permanent disability to MAC, in late February or early March 1993, sufficed to supply timely notice to UNUM. The District Court rejected Ward's argument and ruled in favor of UNUM, citing ERISA's preemption clause, which states that ERISA provisions ""shall supersede ... State laws"" to the extent that those laws ""relate to any employee benefit plan."" In reversing, the Court of Appeals noted that Ward might prevail under California's ""notice-prejudice"" rule, under which an insurer cannot avoid liability although the proof of claim is untimely, unless the insurer shows it suffered actual prejudice from the delay.
",1628,9,0,False,majority opinion,reversed in-part/remanded,Economic Activity,"Does the Employee Retirement Income Security Act of 1974 preempt California's common-law agency rule, under which a California employer administering an insured group health plan should be deemed to act as the insurance company's agent? Does ERISA preempt California's ""notice-prejudice"" rule?","Yes and no. In a unanimous opinion, delivered by Justice Ruth Bader Ginsburg, the Court held that California's agency rule is preempted by the Employee Retirement Income Security Act of 1974. Justice Ginsburg wrote for the Court that California's common-law agency rule ""would have a marked effect on plan administration,"" adding that it would force employers to take on a role for which they had not volunteered. Further, the Court held that California's notice-prejudice rule is not preempted by ERISA because it is a ""law ... which regulates insurance."" Thus, Ward's insurance claim may go forward even though he filed for benefits after the deadline because UNUM did not suffer any prejudice from the delay. ""By allowing a longer period to file than the minimum filing terms mandated by federal law, the [California] rule complements rather than contradicts ERISA and the regulations,"" wrote Justice Ginsburg."
1138,54713,Martin v. Hadix,https://api.oyez.org/cases/1998/98-262,98-262,1998,Martin,Hadix,"Everett Hadix and other prisoners in the Michigan prison system filed a class action lawsuit against prison officials claiming that the conditions of their confinement violated the Due Process Clause of the U.S. Constitution. Thereafter, Hadix and the officials entered into a consent decree to remedy the situation. In 1987, the District Court ruled that Hadix was entitled to attorney's fees for post-judgment monitoring of compliance with the decrees. The court established specific market rates for awarding fees. By April 26, 1996, the effective date of the Prison Litigation Reform Act of 1995 (PLRA), the market rate was $150 per hour. The PLRA limited the size of fees that may be awarded to attorneys who litigate prisoner lawsuits to a maximum hourly rate of $112.50. When first presented with the issue, the District Court concluded that the PLRA cap did not limit attorney's fees for services performed in these cases prior to, but that were still unpaid by, the PLRA's effective date. The Court of Appeals affirmed. Next, fee requests were filed with the District Court for services performed during a period encompassing work performed both before and after the PLRA's effective date. The District Court reiterated its earlier conclusion. The Court of Appeals held that the PLRA's fee limitation does not apply to cases pending on the enactment date because if it did, it would have an impermissible retroactive effect, regardless of when the work was performed.
",1484,7,2,True,majority opinion,reversed in-part,Attorneys,Does the federal Prison Litigation Reform Act of 1995 limit an attorney's fees for post-judgment monitoring services that were pending when the Act became effective?,"Yes. In an opinion delivered by Justice Sandra Day O'Connor, the Court held that the Prison Litigation Reform Act of 1995 ""limits attorney's fees for post-judgment monitoring services performed after the PLRA's effective date, but does not limit fees for monitoring performed before that date."" ""To impose the new standards now, for work performed before the PLRA became effective, would upset the reasonable expectations of the parties,"" Justice O'Connor wrote for the Court. All nine justices agreed that the PLRA should apply to services performed after the law's effective date. However, the Court split over whether the new fee limits contained in the law apply to work performed after April 26, 1996, in cases begun before that date. A 7-2 majority said that the new limits do apply to such cases. Justices Ruth Bader Ginsburg and John Paul Stevens dissented from that part of the Court's conclusion."
1139,54712,United States v. Rodriguez-Moreno,https://api.oyez.org/cases/1998/97-1139,97-1139,1998,United States,Rodriguez-Moreno,"Jacinto Rodriguez-Moreno and others were hired by a drug distributor to find a drug dealer who stole cocaine from the distributor while holding captive the botched deal's middleman, Ephrain Avendano. In pursuit of the dealer, Rodriguez-Moreno took Avendano from Texas to New Jersey to New York to Maryland. In Maryland, Rodriguez-Moreno took possession of a revolver and threatened to kill Avendano. However, Avendano escaped and called the police. Rodriguez-Moreno was then arrested. Rodriguez-Moreno was charged in a federal District Court with, among kidnapping and other violations, using and carrying a firearm in relation to Avendano's kidnapping, in violation of 18 USC section 924(c)(1), which proscribes using or carrying a firearm ""during and in relation to any crime of violence."" Rodriguez-Moreno moved to dismiss the firearm count for lack of venue. Rodriguez-Moreno argued that the only place where the Government had proved he had actually used a gun was Maryland and, therefore, venue was proper only in Maryland. The court denied the motion and a jury found Rodriguez-Moreno guilty of the count. In reversing, the Court of Appeals applied a ""verb test,"" under which a violation of section 924(c)(1) is committed only in the district where a defendant ""uses"" or ""carries"" a firearm. Thus, the New Jersey court venue for the firearm count was improper.
",1375,7,2,True,majority opinion,reversed,Judicial Power,"Is the venue for prosecuting a violation of 18 USC section 924(c)(1), which proscribes using or carrying a firearm ""during and in relation to any crime of violence,"" proper only in the district were the firearm was used or carried?","No. In a 7-2 opinion delivered by Justice Clarence Thomas, the Court held that ""[v]enue in a prosecution for using or carrying a firearm 'during and in relation to any crime of violence' in violation of section 924(c)(1) is proper in any district where the crime of violence was committed."" Justice Thomas wrote for the Court that, ""A kidnapping...does not end until the victim is free. It does not make sense...to speak of it in discrete geographic fragments....[I]t does not matter that respondent used the revolver...only in Maryland because he did so 'during and in relation to' a kidnaping that was begun in Texas and continued in New York, New Jersey, and Maryland."" Justice Antonin Scalia, with joined by Justice John Paul Stevens, dissented, expressing the view that the crime defined in 924(c)(1) could be ""committed only where the defendant both engages in the acts making up the predicate offense and uses or carries the gun."" Moreover, Justice Scalia argued, because the accused's use of the gun occurred only in Maryland, venue was proper only there."
1140,54715,Reno v. Bossier Parish School Board,https://api.oyez.org/cases/1998/98-405,98-405,1998,Reno,Bossier Parish School Board,"Section 5 of the Voting Rights Act on 1995 prohibits Bossier Parish, Louisiana from enacting any change in a ""voting qualification[,] prerequisite[,] standard, practice, or procedure"" without first obtaining preclearance from either the Attorney General or the District Court. Following the 1990 census, the District Court granted Bossier Parish preclearance to redistrict. The U.S. Supreme Court, in Reno v. Bossier Parish School Bd., 520 U.S. 471, vacated the court's judgment and remanded for the court to question whether the section 5 purpose inquiry ever extends beyond the search for retrogressive intent. The District Court again granted preclearance. The court found that there was no evidence of discriminatory but nonretrogressive purpose. The court left open the question of whether section 5 prohibits preclearance of a plan enacted with such a purpose.
",874,5,4,False,majority opinion,affirmed,Civil Rights,Does section 5 of the Voting Rights Act of 1965 prohibit preclearance of a redistricting plan enacted with a discriminatory but nonretrogressive purpose?,"No. In a 5-4 opinion delivered by Justice Antonin Scalia, the Court held that section 5 does not prohibit preclearance of a redistricting plan enacted with a discriminatory but nonretrogressive purpose. ""As we have repeatedly noted, in vote-dilution cases [section 5] prevents nothing but backsliding, and preclearance under [section 5] affirms nothing but the absence of backsliding,"" wrote Justice Scalia. Justices David H. Souter, John Paul Stevens and Stephen G. Breyer wrote dissenting opinions. Justice Ruth Bader Ginsburg joined the opinions of Justices Souter and Stevens. ""Now executive and judicial officers of the United States will be forced to preclear illegal and unconstitutional voting schemes patently intended to perpetuate discrimination,"" argued Justice Souter."
1141,54716,"Central State Univ. v. American Assn. of Univ. Professors, Central State Univ. Chapter",https://api.oyez.org/cases/1998/98-1071,98-1071,1998,Central State Univ.,"American Assn. of Univ. Professors, Central State Univ. Chapter","To increase the amount of time that public university professors spend teaching, Ohio enacted Ohio Rev. Code Ann. section 3345.45. Central State University adopted a workload policy pursuant to section 3345.45. The university then notified its professors that it would not bargain over the issue of faculty workload. The professors' collective-bargaining agent filed a complaint seeking declaratory and injunctive relief, claiming that section 3345.45 created a class of public employees not entitled to bargain regarding their workload and that this classification violated the Equal Protection Clauses of the Ohio and United States Constitutions. In response, the state argued that achieving equal workloads was necessary to recapture the decline in teaching and that collective bargaining produced variation in workloads. The Ohio Supreme Court agreed with the professors and found that no evidence linked collective bargaining to the decline in faculty time devoted to undergraduate teaching.
",1004,8,1,True,per curiam,reversed/remanded,Unions,Does Ohio statutory exemption of state university faculties' instructional workload standards from collective bargaining violate the Equal Protection Clause of the Fourteenth Amendment?,"No. In an 8-1 per curiam opinion, the Court held that ""the Ohio Supreme Court's holding cannot be reconciled with the requirements of the Equal Protection Clause."" ""One of [section 3345.45's] objectives was to increase the time spent by faculty in the classroom; the imposition of a faculty workload policy not subject to collective bargaining was an entirely rational step to accomplish this objective,"" stated the opinion. ""Under our precedent,"" the court concluded ""this is sufficient to sustain the exclusion of university professors from the otherwise general collective-bargaining scheme for public employees."" Justice John Paul Stevens dissented."
1142,54722,Haddle v. Garrison,https://api.oyez.org/cases/1998/97-1472,97-1472,1998,Haddle,Garrison,"Michael A. Haddle, an at-will employee for Healthmaster, Inc., filed suit in federal court alleging his employer, along with 2 previous Healthmaster, Inc. officers, Jeanette Garrison and Dennis Kelly, conspired to have him fired in retaliation for obeying a federal grand jury subpoena and later testifying in a criminal trial against Healthmaster, Inc. for Medicare fraud. Haddle claimed his employers' acts had had ""injured [him] in his person or property"" in violation of federal law, specifically the Civil Rights Act of 1871. The District Court, relying on precedent, dismissed the suit for failure to state a claim. The precedent the court cited held that an at-will employee discharged pursuant to a conspiracy proscribed by the Act has suffered no actual injury because he has no constitutionally protected interest in continued employment. The Court of Appeals affirmed.
",887,9,0,True,majority opinion,reversed/remanded,Civil Rights,May at-will employees sue their employers over firings allegedly carried out to retaliate for testimony against their employers?,"Yes. In a unanimous decision, announced by Chief Justice William H. Rehnquist, the Court ruled that such interference may give rise to a claim for damages under the Civil Rights Act of 1871. ""The kind of interference with at-will employment relations alleged here is merely a species of the traditional torts of intentional interference with contractual relations and intentional interference with prospective contractual relations,"" wrote Chief Justice Rehnquist."
1143,54718,Jones v. United States,https://api.oyez.org/cases/1998/97-6203,97-6203,1998,Jones,United States,"Nathaniel Jones was indicted on federal offenses for using a gun during and in relation to a crime of violence and carjacking. Federal law prescribed varying prison terms based on the extent of the carjacking crime. Specifically, it imposed a maximum of 25 years for crimes resulting in serious bodily injury, but not-more-than-fifteen-years and life sentence clauses were included in the law. The Magistrate Judge explained to Jones that he faced a maximum of fifteen years on the carjacking charge. Based on the Magistrate's judgment, the District Court's instructions to the jury rested on the fact that the government only had to prove beyond a reasonable doubt that a carjacking had occurred to convict Jones for up to fifteen years. Subsequently, the jury found Jones guilty. However, a later report showed one of the carjacking victims had sustained a serious injury to the head as a result of the carjacking. Thus, the District Court imposed a twenty-five year sentence on Jones. The court rejected Jones' arguments that a serious bodily injury had neither been pleaded in the indictment nor proved before the jury. The Court of Appeals affirmed the decision. It held that a serious bodily injury was a sentencing factor, not an element of an offense.
",1267,5,4,True,majority opinion,reversed/remanded,Criminal Procedure,Does the federal carjacking law define a single crime with three penalty options dependent on sentencing factors?,"No. In a 5-4 decision, authored by Justice David H. Souter, the Court ruled that the federal carjacking law established three separate offenses by the specification of elements, each of which must be charged by indictment, proved beyond a reasonable doubt, and submitted to a jury for its verdict."
1144,54719,Amoco Production Company v. Southern Ute Indian Tribe,https://api.oyez.org/cases/1998/98-830,98-830,1998,Amoco Production Company,Southern Ute Indian Tribe,"Land patents issued pursuant to the Coal Lands Acts of 1909 and 1910 (the Acts) reserve all rights to the coal contained in the subject properties to the United States. The Southern Ute Indian Tribe has equitable title to coal within its reservation lands. These lands contain large quantities of coalbed methane gas (CBM gas), now considered a valuable energy source, within the coal formations. In 1981, the Department of the Interior issued an opinion that concluded that the reservation of coal under the Acts did not encompass CBM gas. Energy companies then entered into leases with landowners holding title under the Acts to produce CBM gas. The Tribe field suit against the Amoco Production Company and others, royalty owners and producers under the oil and gas leases covering that land, and various federal entities, seeking a declaration stating CBM gas to be coal reserved by the Acts and therefore belonging to the Tribe. The District Court disagreed and concluded that the plain meaning of the term ""coal"" was limited to the solid rock substance and did not include the CBM gas. In reversing, the Court of Appeals held that the Acts' use of the term ""coal"" was ambiguous, and ambiguities in land grants must be resolved in favor of the sovereign. Therefore, the Acts' reservation of coal included the CBM gas.
",1330,7,1,True,majority opinion,reversed,Economic Activity,Does the reservation of coal under the land patents issued pursuant to the Coal Lands Acts of 1909 and 1910 include the coal-bed methane gas found within the coal formation?,"No. In a 7-1 opinion delivered by Justice Anthony M. Kennedy, the Court held that, ""[t]he term 'coal' as used in the 1909 and 1910 Acts does not encompass CBM gas;"" therefore, CBM gas is not included in the reserved coal rights. Justice Kennedy wrote for the Court that ""[t]he common understanding of coal in 1909 and 1910 would not have encompassed CBM gas, both because it is a gas rather than a solid mineral and because it was understood as a distinct substance that escaped from coal as the coal was mined, rather than as part of the coal itself."" Dissenting, Justice Ruth Bader Ginsburg expressed the view that Congress, at the time the Acts were passed, would have assumed that the coal owner had dominion over and responsibility for the CBM gas. Justice Stephen G. Breyer did not participate in the case."
1145,54720,Florida v. White,https://api.oyez.org/cases/1998/98-223,98-223,1998,Florida,White,"Two months after officers observed Tyvessel Tyvorus White using his car to deliver cocaine, he was arrested at his workplace on unrelated charges. At the same time, the arresting officers seized his car, without securing a warrant, because they believed that it was subject to forfeiture under the Florida Contraband Forfeiture Act. During a subsequent inventory search, the police discovered cocaine in the car. White was then charged with possession of a controlled substance in violation of Florida law. At White's trial on the drug charge, he moved to suppress the evidence discovered during the search, arguing that the car's warrantless seizure violated the Fourth Amendment, thereby making the cocaine the ""fruit of the poisonous tree."" After the jury returned a guilty verdict, the court denied the motion. On appeal, the Florida First District Court of Appeal affirmed. The court also certified to the Florida Supreme Court the question whether, absent exigent circumstances, a warrantless seizure of an automobile under the Act violated the Fourth Amendment. The Florida Supreme Court answered that the warrantless seizure did violate the Fourth Amendment, quashed the lower court opinion, and remanded. The court reasoned that although the police developed probable cause to believe a violation of the Act had occurred, this alone did not justify a warrantless seizure.
",1388,7,2,True,majority opinion,reversed/remanded,Criminal Procedure,Does the Fourth Amendment require the police to obtain a warrant before seizing an automobile from a public place when they have probable cause to believe that it is forfeitable contraband under the Florida Contraband Forfeiture Act?,"No. In a 7-2 opinion delivered by Justice Clarence Thomas, the Court held that the Fourth Amendment does not require the police to obtain a warrant before seizing an automobile from a public place when they have probable cause to believe that it is forfeitable contraband. Thomas wrote: ""Although the police here lacked probable cause to believe that [White's] car contained contraband, they had probable cause to believe that the vehicle itself was contraband under Florida law. ... [T]he need to seize readily movable contraband before it is spirited away...is equally weighty when the automobile, as opposed to its contents, is the contraband that the police seek to secure."" In dissenting, Justices John Paul Stevens and Ruth Bader Ginsburg concluded that the seizure was not reasonable without a warrant."
1146,54723,United States v. Sun-Diamond Growers of California,https://api.oyez.org/cases/1998/98-131,98-131,1998,United States,Sun-Diamond Growers of California,"Sun-Diamond Growers of California (Sun-Diamond), an agricultural trade association, was charged with violating a federal statute that prohibited the giving of anything valuable to a present, past, or future official ""for or because of any official act performed or to be performed by such public official."" Sun-Diamond's indictment alleged that it gave illegal gratuities to former Agriculture Secretary Michael Espy while he was considering two matters in which Sun-Diamond had a vested interest. The indictment, however, did not claim a connection between the gratuities in question and either of the matters under Espy's review. Based on this lack of connectivity, Sun-Diamond challenged its indictment but lost in district court. On appeal, the Court of Appeals for the District of Columbia reserved part of the district court decision and the government appealed. Supreme Court granted certiorari.
",910,9,0,False,majority opinion,affirmed,Economic Activity,Must there be a specific link between the giving of a gratuity to a government official and the latter's performance of a specific act in order to sustain an illegal-gratuity-statute conviction?,"Yes. In a unanimous opinion, the Court held that to sustain conviction for federal bribery there must be a clear quid pro quo link between the gratuity received and performance of a specific past, present, or future ""official"" act. The Court reasoned that a statutory interpretation that punished the giving of any gifts to public officials would not fit comfortably with the legislation's spirit and traditions. The Court noted that the giving of gratuities to officials, by virtue of their position, is not the same as bribery of officials for the performance of specific conduct."
1147,54724,Olmstead v. L. C.,https://api.oyez.org/cases/1998/98-536,98-536,1998,Olmstead,L. C.,"Jonathan Zimring, on the consolidated behalf of two female patients with mental disabilities, challenged Tommy Olmstead, the Commissioner of Georgia's Department of Human Resources, for the Georgia Regional Hospital's (GRH) decision to keep the two women in psychiatric isolation. Zimring argued that under Title II of the 1990 Americans with Disabilities Act (ADA), the women had to be moved to the most communally integrated setting possible. Defending GRH's decision, Olmstead argued that although the women were medically cleared for a more integrated treatment setting, financial constraints and the need to fundamentally alter treatment programs prevented this from happening.
",690,6,3,False,majority opinion,reversed in-part/remanded,Civil Rights,Should financial constraints entirely determine whether states comply by the 1990 Americans with Disabilities Act guidelines concerning community treatment programs for the mentally disabled?,"No. In a 6-to-3 decision, the Court began by noting that the question in this case was still ripe even though the two women at issue were placed in communal care since their controversies were initiated. The Court then found that the ADA required the placement of patients with mental disabilities in ""integrated settings"" when they are medically cleared for such settings, they themselves express a desire for such settings, and the resources for such a transfer are available. The Court added that financial constraints might be significant if the state can show that allocation of resources to one patient will cause harm to others. The case was remanded for a better analysis of GRH spending priorities."
1148,54725,City of West Covina v. Perkins,https://api.oyez.org/cases/1998/97-1230,97-1230,1998,City of West Covina,Perkins,"Police officers of the city of West Covina lawfully seized Perkins Lawrence's personal property from his home. The officers left a notice form specifying the facts of the search, its date, the searching agency, the date of the warrent, the issuing judge and his court, the persons to be contacted for information, and an itemized list of the property seized. The officers did not leave the search warrant number. Lawrence filed suit after attempts to obtain the seized property failed. The District Court ultimately ruled in favor of the city. The Court of Appeals reversed the District Court. It held that the Due Process clause of the Fourteenth Amendment required that Lawrence be provided a detailed notice of state procedures for the return of seized property and the information to be able to invoke the procedures, along with the information he was already provided. This meant the search warrant number must be furnished or at least the method for obtaining it.
",977,9,0,True,majority opinion,reversed/remanded,Due Process,Does the Due Process Clause of the Fourteenth Amendment require officers who seize someone's property lawfully to provide the owner with state procedures for the property's return?,"No. In a decision authored by Justice Anthony M. Kennedy, the Court ruled that the Fourteenth Amendment's Due Process clause does not require police officers to provide property owners with information on how to recover their property in a lawful seizure. The Due Process clause only requires that officers inform property owners that something they own has been seized. Justice Kennedy said the property owner could turn to public sources to learn about the procedures available."
1149,54729,"Kumho Tire Company, Ltd. v. Carmichael",https://api.oyez.org/cases/1998/97-1709,97-1709,1998,"Kumho Tire Company, Ltd.",Carmichael,"In 1993, the right rear tire of a minivan driven by Patrick Carmichael blew out and the vehicle overturned. One passenger died in the accident and several others were severely injured. Subsequently, the Carmichaels brought a diversity suit against the Kumho Tire Company and others, claiming that the tire was defective. A significant part of the Carmichaels' case turned on the testimony of Dennis Carlson, Jr., an expert in tire failure analysis. Carlson intended to testify to support the Carmichaels' conclusion that a defect in the tire's manufacture or design caused the blow out. To support this conclusion, Carlson used a methodology that was partly disputed. Kumho moved to exclude Carlson's testimony on the ground that his methodology failed to satisfy Federal Rule of Evidence 702, which provides: ""If scientific, technical, or other specialized knowledge will assist the trier of fact..., a witness qualified as an expert...may testify thereto in the form of an opinion."" The Federal District Court granted the motion, excluded Carlson's testimony, and entered summary judgment for Kumho. The court found that Carlson's methodology was insufficiently reliable. In reversing, the Court of Appeals concluded that a federal trial judge's ""gatekeeping"" obligations under the Federal Rules of Evidence were limited to scientific context, and not Carlson's testimony, which the court characterized as skill-or experience-based.
",1442,9,0,True,majority opinion,reversed,Judicial Power,"Does a federal trial judge's ""gatekeeping"" obligation, under the Federal Rules of Evidence, apply to testimony based on skill or experience as it does to testimony based on scientific knowledge?","Yes. In an opinion delivered by Justice Stephen G. Breyer, the Court held that a federal trial judge's ""gatekeeping"" obligation applies not only to ""scientific"" testimony, but to all expert testimony. Justice Breyer wrote for the Court that Federal Rule of Evidence 702 ""makes no relevant distinction between 'scientific' knowledge and 'technical' or 'other specialized knowledge. It makes clear that any such knowledge might become the subject of expert testimony."" The Court concluded that this interpretation of Rule 702 would insure that an expert witness's testimony rests on a reliable foundation and is relevant to the task at hand. The Court also concluded that the District Court's determination that Carlson's methodology was not reliable was within the court's discretion."
1150,54726,American Manufacturers' Mutual Insurance Company v. Sullivan,https://api.oyez.org/cases/1998/97-2000,97-2000,1998,American Manufacturers' Mutual Insurance Company,Sullivan,"Pennsylvania's Workers' Compensation Act (Act) provides that once an employer's liability for an employee's injury has been established, then either the self-insured employer or insurer (collectively insurers) is responsible for paying for the employee's ""reasonable"" and ""necessary"" medical treatment. In 1993, this system was amended to allow insurers to withhold payment for disputed treatments, pending the outcome of an independent utilization review. Ten employees and two organizations representing employees that had received benefits under the Act filed suit against state officials, the self-insured school district of Philadelphia, and a number of private insurance companies. Their complaint alleged that the state and private defendants, acting under color of state law, had deprived them of property in violation of due process.
",850,8,1,True,majority opinion,reversed,Due Process,"1) Can the private insurers' decision to withhold payment for disputed medical treatment be considered state action, so as to bring them within the reach of the Fourteenth Amendment? (2) Do workers have a constitutionally protected property interest in continuing payment of disputed medical treatment before such treatment is determined to be reasonable and necessary?","No to both. A finding of state action requires both that the deprivation be caused by actions taken under state law and that the deprivation be fairly attributable to the state. While the alleged deprivation in this case was clearly taken pursuant to state law, the decision of private insurers to withhold medical payments for disputed treatment is not fairly attributable to the state. Mere creation of a new dispute resolution mechanism by the state does not constitute state encouragement or authorization. Nor has Pennsylvania delegated to private insurers powers that were exclusively those of the state, as Pennsylvania has simply authorized insurers to do what they would do in the absence of regulation: dispute payment of unreasonable and unnecessary treatment. Further, under Pennsylvania law no due process protection attaches to payment of disputed medical expenses before the reasonableness and necessity of those expenses is determined. The Act does not entitle an employee to payment of all medical treatment, but only that treatment which is reasonable and necessary. In order to assert a protected property interest a worker must demonstrate not only that his or her employer was liable for a work related injury, but also that the treatment for which payment is sought was reasonable and necessary. In this case the plaintiffs had only established their initial eligibility for treatment, not that treatment was reasonable and necessary."
1151,54733,Calderon v. Coleman,https://api.oyez.org/cases/1998/98-437,98-437,1998,Calderon,Coleman,"During the penalty phase of Russell Coleman's trial, the trial judge gave the jury a ""Briggs instruction,"" explaining the Governor's commutation power. The trial judge then instructed the jury that it was not to consider the Governor's power in reaching its verdict. Ultimately, Coleman sought a federal writ of habeas corpus. The District Court found that, because the Governor may not commute the sentence of a prisoner who, like Coleman, is a twice-convicted felon without the approval of four judges of the California Supreme Court, the Briggs instruction violated the Eighth and Fourteenth Amendments by ""giving the jury inaccurate information and potentially diverting its attention from the mitigation evidence presented."" In affirming, the Court of Appeals concluded that the giving of the instruction was constitutional error.
",843,5,4,True,per curiam,reversed/remanded,Criminal Procedure,"Did a court of appeals, in overturning a death sentence due to constitutional errors in the jury instruction, fail to adequately consider whether the errors were ""harmless"" and made a difference in the final result under Brecht v. Abrahamson?","Yes. In a 5-4 per curiam opinion, the Court held that ""once the Court of Appeals determined that the giving of the Briggs instruction was constitutional error, it was bound to apply the harmless-error analysis mandated by Brecht."" The Court held in Brecht that ""a federal court may grant habeas relief based on trial error only when that error ""'had substantial and injurious effect or influence in determining the jury's verdict.'"" Dissenting, Justice John Paul Stevens wrote that ""there might have been a slight flaw in the Court of Appeals' brief explanation of why the invalid instruction given to the jury was not harmless, but...the Court's ruling was unquestionably correct."" Justices David H. Souter, Ruth Bader Ginsburg, and Stephen G. Breyer joined Justice Stevens' dissent."
